product_url,title,price,currency,listing_type,condition,seller_type,showroom_name,showroom_url,posted_time,fans_count,view_count,description,phones,whatsapps,images,images_count,specifications,images_local_paths,المصنع,الصنف,الموديل,قاطع,اللون,اللون الداخلي,النوع,ناقل السرعة,نظام الدفع,فرش المقاعد,السنة,سلندر,سي دي,الحساسات,فتحة السقف,تحت الضمان,بلوتوث,نوع الوقود,تحديد المواقع,كاميرا خلفية,بانوراما,وارد,الطلاء الأصلي,دي في دي,كاميرا امامية,عدد المقاعد,المالك الأول,تدفئة في المقاعد,تبريد في المقاعد,دخول بدون مفتاح,تدليك في المقاعد,قياس الجنط ( الرنج )
https://qatarsale.com/ar/product/kia_rio_2024_gray_automatic_sedan-604708," كيا  ريو  2024  اوتوماتيك  54,000 كم  4 سلندر  سحب امامي  سيدان  رمادي  تحت الضمان ","40,000",ر.ق,,,,,,,0,0,,['+974 55603605'],[],"['https://media-blob.qatarsale.com/604708-productimages/604708_0_20260608174600706225.webp', 'https://media-blob.qatarsale.com/604708-productimages/604708_1_20260608174600706699.webp', 'https://media-blob.qatarsale.com/604708-productimages/604708_2_20260608174600707023.webp', 'https://media-blob.qatarsale.com/604708-productimages/604708_3_20260608174600707321.webp', 'https://media-blob.qatarsale.com/604708-productimages/604708_4_20260608174600707614.webp', 'https://media-blob.qatarsale.com/604708-productimages/604708_5_20260608174600707956.webp']",6,"{'المصنع': 'كيا', 'الصنف': 'ريو', 'الموديل': 'عادي', 'قاطع': '54,000', 'اللون': 'رمادي', 'اللون الداخلي': 'أسود', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'سحب امامي', 'فرش المقاعد': 'قماش', 'السنة': '2024', 'سلندر': '4', 'سي دي': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604708_0_20260608174600706225.webp', 'images/604708_1_20260608174600706699.webp', 'images/604708_2_20260608174600707023.webp', 'images/604708_3_20260608174600707321.webp', 'images/604708_4_20260608174600707614.webp', 'images/604708_5_20260608174600707956.webp']",كيا,ريو,عادي,"54,000",رمادي,أسود,سيدان,اوتوماتيك,سحب امامي,قماش,2024,4,نعم,نعم,كلا,نعم,نعم,بنزين,,,,,,,,,,,,,,
https://qatarsale.com/ar/product/mclaren_gt_2023_white_automatic_coupe_sport-587511," ماكلارين  جي تي  2023  اوتوماتيك  2,800 كم  8 سلندر  دفع خلفي  كوبيه \ سبورت  أبيض  تحت الضمان ","720,000",$,,,,,https://qatarsale.com/ar/showroom/exclusive_motors,,0,0,,"['+974 66977711', '+974 44427222']",[],"['https://media-blob.qatarsale.com/587511-productimages/587511_0_20260603081349843369.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_1_20260603081349843871.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_2_20260603081349844238.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_3_20260603081349844584.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_4_20260603081349844838.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_5_20260603081349845116.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_6_20260603081349845369.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_7_20260603081349845723.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_8_20260603081349846032.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_9_20260603081349846324.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_10_20260603081349846666.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_11_20260603081349847060.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_12_20260603081349847388.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_13_20260603081349847678.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_14_20260603081349848090.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_15_20260603081349848385.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_16_20260603081349848656.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_17_20260603081349848905.webp', 'https://media-blob.qatarsale.com/587511-productimages/587511_18_20260603081349849139.webp']",19,"{'المصنع': 'ماكلارين', 'الصنف': 'جي تي', 'الموديل': 'عادي', 'قاطع': '2,800', 'اللون': 'أبيض', 'اللون الداخلي': 'سكري', 'النوع': 'كوبيه \\ سبورت', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'نوع الوقود': 'بنزين'}","['images/587511_0_20260603081349843369.webp', 'images/587511_1_20260603081349843871.webp', 'images/587511_2_20260603081349844238.webp', 'images/587511_3_20260603081349844584.webp', 'images/587511_4_20260603081349844838.webp', 'images/587511_5_20260603081349845116.webp', 'images/587511_6_20260603081349845369.webp', 'images/587511_7_20260603081349845723.webp', 'images/587511_8_20260603081349846032.webp', 'images/587511_9_20260603081349846324.webp', 'images/587511_10_20260603081349846666.webp', 'images/587511_11_20260603081349847060.webp', 'images/587511_12_20260603081349847388.webp', 'images/587511_13_20260603081349847678.webp', 'images/587511_14_20260603081349848090.webp', 'images/587511_15_20260603081349848385.webp', 'images/587511_16_20260603081349848656.webp', 'images/587511_17_20260603081349848905.webp', 'images/587511_18_20260603081349849139.webp']",ماكلارين,جي تي,عادي,"2,800",أبيض,سكري,كوبيه \ سبورت,اوتوماتيك,دفع خلفي,جلد,2023,8,,نعم,كلا,نعم,نعم,بنزين,نعم,نعم,نعم,,,,,,,,,,,
https://qatarsale.com/ar/product/bmw_x_series_x1_2025_green_automatic_suv-605206," بي ام دبليو  الفئة - اكس  اكس 1  2025  اوتوماتيك  6,000 كم  4 سلندر  دفع رباعي  اس يو في  أخضر  تحت الضمان ","139,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/alfardan_automobiles,,0,0,,"['+974 44463555', '+974 44208888']",[],"['https://media-blob.qatarsale.com/605206-productimages/605206_0_20260609064628013489.webp', 'https://media-blob.qatarsale.com/605206-productimages/605206_1_20260609064628014055.webp', 'https://media-blob.qatarsale.com/605206-productimages/605206_2_20260609064628014399.webp', 'https://media-blob.qatarsale.com/605206-productimages/605206_3_20260609064628014664.webp', 'https://media-blob.qatarsale.com/605206-productimages/605206_4_20260609064628015044.webp', 'https://media-blob.qatarsale.com/605206-productimages/605206_5_20260609064628015310.webp']",6,"{'المصنع': 'بي ام دبليو', 'الصنف': 'الفئة - اكس', 'الموديل': 'اكس 1', 'قاطع': '6,000', 'اللون': 'أخضر', 'اللون الداخلي': 'أبيض', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/605206_0_20260609064628013489.webp', 'images/605206_1_20260609064628014055.webp', 'images/605206_2_20260609064628014399.webp', 'images/605206_3_20260609064628014664.webp', 'images/605206_4_20260609064628015044.webp', 'images/605206_5_20260609064628015310.webp']",بي ام دبليو,الفئة - اكس,اكس 1,"6,000",أخضر,أبيض,اس يو في,اوتوماتيك,دفع رباعي,جلد,2025,4,,نعم,كلا,نعم,نعم,بنزين,نعم,نعم,,,,,,,,,,,,
https://qatarsale.com/ar/product/chevrolet_silverado_trail_boss_2023_beige_automatic_pick_up-604657," شفروليه  سلفرادو  تريل بووز  2023  اوتوماتيك  58,000 كم  8 سلندر  دفع رباعي  بيكب  بيج  تحت الضمان ","149,000",$,,,,,,,0,0,,['+974 50622229'],[],"['https://media-blob.qatarsale.com/604657-productimages/604657_0_20260608154117495288.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_1_20260608154117495701.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_2_20260608154117496039.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_3_20260608154117496345.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_4_20260608154117496638.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_5_20260608154117496925.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_6_20260608154117497254.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_7_20260608154117497573.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_8_20260608154117497870.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_9_20260608154117498159.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_10_20260608154117498403.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_11_20260608154117498716.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_12_20260608154117498991.webp', 'https://media-blob.qatarsale.com/604657-productimages/604657_13_20260608154117499273.webp']",14,"{'المصنع': 'شفروليه', 'الصنف': 'سلفرادو', 'الموديل': 'تريل بووز', 'قاطع': '58,000', 'اللون': 'بيج', 'اللون الداخلي': 'بيج', 'النوع': 'بيكب', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'قماش', 'السنة': '2023', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'الطلاء الأصلي': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604657_0_20260608154117495288.webp', 'images/604657_1_20260608154117495701.webp', 'images/604657_2_20260608154117496039.webp', 'images/604657_3_20260608154117496345.webp', 'images/604657_4_20260608154117496638.webp', 'images/604657_5_20260608154117496925.webp', 'images/604657_6_20260608154117497254.webp', 'images/604657_7_20260608154117497573.webp', 'images/604657_8_20260608154117497870.webp', 'images/604657_9_20260608154117498159.webp', 'images/604657_10_20260608154117498403.webp', 'images/604657_11_20260608154117498716.webp', 'images/604657_12_20260608154117498991.webp', 'images/604657_13_20260608154117499273.webp']",شفروليه,سلفرادو,تريل بووز,"58,000",بيج,بيج,بيكب,اوتوماتيك,دفع رباعي,قماش,2023,8,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,نعم,,الدوحة,نعم,,,,,,,,,
https://qatarsale.com/ar/product/nissan_altima_3.5_se_2009_gold_automatic_sedan-604649," نيسان  ألتيما  3.5 اس اي  2009  اوتوماتيك  85,000 كم  6 سلندر  سحب امامي  سيدان  ذهبي ","35,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/one_million_mawater_city,,0,0,,"['+974 70889999', '+974 51778888']",[],"['https://media-blob.qatarsale.com/604649-productimages/604649_1_20260608152211685409.webp', 'https://media-blob.qatarsale.com/604649-productimages/604649_0_20260608152211684149.webp', 'https://media-blob.qatarsale.com/604649-productimages/604649_2_20260608152211685832.webp', 'https://media-blob.qatarsale.com/604649-productimages/604649_3_20260608152211686235.webp', 'https://media-blob.qatarsale.com/604649-productimages/604649_4_20260608152211686780.webp', 'https://media-blob.qatarsale.com/604649-productimages/604649_5_20260608152211687104.webp', 'https://media-blob.qatarsale.com/604649-productimages/604649_6_20260608152211687515.webp']",7,"{'المصنع': 'نيسان', 'الصنف': 'ألتيما', 'الموديل': '3.5 اس اي', 'قاطع': '85,000', 'اللون': 'ذهبي', 'اللون الداخلي': 'بيج', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'سحب امامي', 'فرش المقاعد': 'قماش', 'السنة': '2009', 'سلندر': '6', 'سي دي': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'نوع الوقود': 'بنزين'}","['images/604649_1_20260608152211685409.webp', 'images/604649_0_20260608152211684149.webp', 'images/604649_2_20260608152211685832.webp', 'images/604649_3_20260608152211686235.webp', 'images/604649_4_20260608152211686780.webp', 'images/604649_5_20260608152211687104.webp', 'images/604649_6_20260608152211687515.webp']",نيسان,ألتيما,3.5 اس اي,"85,000",ذهبي,بيج,سيدان,اوتوماتيك,سحب امامي,قماش,2009,6,نعم,نعم,نعم,كلا,,بنزين,,,,,,,,,,,,,,
https://qatarsale.com/ar/product/lexus_lx_600_f_sport_2024_white_automatic_suv-604712," لكزس  ال اكس  600 اف سبورت  2024  اوتوماتيك  52,000 كم  6 سلندر  دفع رباعي  اس يو في  أبيض  تحت الضمان ","435,000",ر.ق,,,,,,,0,0,,['+974 77727555'],[],"['https://media-blob.qatarsale.com/604712-productimages/604712_0_20260608175455475126.webp', 'https://media-blob.qatarsale.com/604712-productimages/604712_1_20260608175455475703.webp', 'https://media-blob.qatarsale.com/604712-productimages/604712_2_20260608175455476014.webp', 'https://media-blob.qatarsale.com/604712-productimages/604712_3_20260608175455476361.webp', 'https://media-blob.qatarsale.com/604712-productimages/604712_4_20260608175455476635.webp', 'https://media-blob.qatarsale.com/604712-productimages/604712_5_20260608175455476887.webp', 'https://media-blob.qatarsale.com/604712-productimages/604712_6_20260608175455477215.webp']",7,"{'المصنع': 'لكزس', 'الصنف': 'ال اكس', 'الموديل': '600 اف سبورت', 'قاطع': '52,000', 'اللون': 'أبيض', 'اللون الداخلي': 'أحمر وأسود', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2024', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'نوع الوقود': 'بنزين'}","['images/604712_0_20260608175455475126.webp', 'images/604712_1_20260608175455475703.webp', 'images/604712_2_20260608175455476014.webp', 'images/604712_3_20260608175455476361.webp', 'images/604712_4_20260608175455476635.webp', 'images/604712_5_20260608175455476887.webp', 'images/604712_6_20260608175455477215.webp']",لكزس,ال اكس,600 اف سبورت,"52,000",أبيض,أحمر وأسود,اس يو في,اوتوماتيك,دفع رباعي,جلد,2024,6,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,نعم,,الدوحة,,,,,,,,,,
https://qatarsale.com/ar/product/land_rover_defender_110_hse_2024_black_automatic_suv-604724," لاند روفر  ديفيندر  110 اتش اس اي  2024  اوتوماتيك  55,000 كم  6 سلندر  دفع رباعي  اس يو في  أسود  تحت الضمان ","307,000",ج. م,,,,,,,0,0,,['+974 77770800'],[],"['https://media-blob.qatarsale.com/604724-productimages/604724_0_20260608185239799353.webp', 'https://media-blob.qatarsale.com/604724-productimages/604724_1_20260608185239800511.webp', 'https://media-blob.qatarsale.com/604724-productimages/604724_2_20260608185239800855.webp', 'https://media-blob.qatarsale.com/604724-productimages/604724_3_20260608185239801173.webp', 'https://media-blob.qatarsale.com/604724-productimages/604724_4_20260608185239801471.webp', 'https://media-blob.qatarsale.com/604724-productimages/604724_5_20260608185239801758.webp', 'https://media-blob.qatarsale.com/604724-productimages/604724_6_20260608185239802090.webp']",7,"{'المصنع': 'لاند روفر', 'الصنف': 'ديفيندر', 'الموديل': '110 اتش اس اي', 'قاطع': '55,000', 'اللون': 'أسود', 'اللون الداخلي': 'بني', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2024', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'نوع الوقود': 'بنزين'}","['images/604724_0_20260608185239799353.webp', 'images/604724_1_20260608185239800511.webp', 'images/604724_2_20260608185239800855.webp', 'images/604724_3_20260608185239801173.webp', 'images/604724_4_20260608185239801471.webp', 'images/604724_5_20260608185239801758.webp', 'images/604724_6_20260608185239802090.webp']",لاند روفر,ديفيندر,110 اتش اس اي,"55,000",أسود,بني,اس يو في,اوتوماتيك,دفع رباعي,جلد,2024,6,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,نعم,,الدوحة,,,,,,,,,,
https://qatarsale.com/ar/product/bmw_x_series_x6_40i_2026_black_tiptronic_suv-545007," بي ام دبليو  الفئة - اكس  اكس 6 40اي  2026  تبترونك  6,200 كم  6 سلندر  دفع كلي مستمر  اس يو في  أسود  تحت الضمان ","385,000",ر.ق,,,,,,,0,0," المالك الأول
غطاء كامل شفاف بتقنية PPF
20% من قيمة الخيمة المميزة
ضمان 3 سنوات أو 200,000 كم
عقد صيانة وإصلاح لمدة 3 سنوات أو 60,000 كم ",['+974 51087999'],[],"['https://media-blob.qatarsale.com/545007-productimages/545007_0_20260508141706463699.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_1_20260508141707045339.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_2_20260508141707328702.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_3_20260508141707642051.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_17_20260508102539743427.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_11_20260508102539741776.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_13_20260508102539742308.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_15_20260508102539742878.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_7_20260508102539740557.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_18_20260508102539743665.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_6_20260508102539740259.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_8_20260508102539740860.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_9_20260508102539741140.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_12_20260508102539742045.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_14_20260508102539742622.webp', 'https://media-blob.qatarsale.com/545007-productimages/545007_16_20260508102539743180.webp']",16,"{'المصنع': 'بي ام دبليو', 'الصنف': 'الفئة - اكس', 'الموديل': 'اكس 6 40اي', 'قاطع': '6,200', 'اللون': 'أسود', 'اللون الداخلي': 'فضي', 'النوع': 'اس يو في', 'ناقل السرعة': 'تبترونك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2026', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'كلا', 'دي في دي': 'كلا', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'كاميرا امامية': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'تدفئة في المقاعد': 'نعم', 'تبريد في المقاعد': 'كلا', 'دخول بدون مفتاح': 'نعم', 'تدليك في المقاعد': 'كلا', 'قياس الجنط ( الرنج )': '21""', 'نوع الوقود': 'بنزين'}","['images/545007_0_20260508141706463699.webp', 'images/545007_1_20260508141707045339.webp', 'images/545007_2_20260508141707328702.webp', 'images/545007_3_20260508141707642051.webp', 'images/545007_17_20260508102539743427.webp', 'images/545007_11_20260508102539741776.webp', 'images/545007_13_20260508102539742308.webp', 'images/545007_15_20260508102539742878.webp', 'images/545007_7_20260508102539740557.webp', 'images/545007_18_20260508102539743665.webp', 'images/545007_6_20260508102539740259.webp', 'images/545007_8_20260508102539740860.webp', 'images/545007_9_20260508102539741140.webp', 'images/545007_12_20260508102539742045.webp', 'images/545007_14_20260508102539742622.webp', 'images/545007_16_20260508102539743180.webp']",بي ام دبليو,الفئة - اكس,اكس 6 40اي,"6,200",أسود,فضي,اس يو في,تبترونك,دفع كلي مستمر,جلد,2026,6,كلا,نعم,نعم,نعم,نعم,بنزين,نعم,نعم,نعم,الدوحة,نعم,كلا,نعم,5,نعم,نعم,كلا,نعم,كلا,"21"""
https://qatarsale.com/ar/product/toyota_land_cruiser_gxr_2021_silver_automatic_suv-604711," تويوتا  لاند كروزر  جي اكس ار  2021  اوتوماتيك  127,000 كم  6 سلندر  دفع رباعي  اس يو في  فضي ","143,000",د.ب,,,,,,,0,0,,['+974 33993566'],[],"['https://media-blob.qatarsale.com/604711-productimages/604711_0_20260608175127352298.webp', 'https://media-blob.qatarsale.com/604711-productimages/604711_1_20260608175127352846.webp', 'https://media-blob.qatarsale.com/604711-productimages/604711_2_20260608175127353181.webp', 'https://media-blob.qatarsale.com/604711-productimages/604711_3_20260608175127353494.webp', 'https://media-blob.qatarsale.com/604711-productimages/604711_4_20260608175127353809.webp', 'https://media-blob.qatarsale.com/604711-productimages/604711_5_20260608175127354065.webp', 'https://media-blob.qatarsale.com/604711-productimages/604711_6_20260608175127354295.webp']",7,"{'المصنع': 'تويوتا', 'الصنف': 'لاند كروزر', 'الموديل': 'جي اكس ار', 'قاطع': '127,000', 'اللون': 'فضي', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'قماش', 'السنة': '2021', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'نوع الوقود': 'بنزين'}","['images/604711_0_20260608175127352298.webp', 'images/604711_1_20260608175127352846.webp', 'images/604711_2_20260608175127353181.webp', 'images/604711_3_20260608175127353494.webp', 'images/604711_4_20260608175127353809.webp', 'images/604711_5_20260608175127354065.webp', 'images/604711_6_20260608175127354295.webp']",تويوتا,لاند كروزر,جي اكس ار,"127,000",فضي,بيج,اس يو في,اوتوماتيك,دفع رباعي,قماش,2021,6,نعم,نعم,كلا,كلا,نعم,بنزين,نعم,نعم,,الدوحة,,,,,,,,,,
https://qatarsale.com/ar/product/lexus_lx_600_f_sport_2023_gray_automatic_suv-604725," لكزس  ال اكس  600 اف سبورت  2023  اوتوماتيك  23,000 كم  6 سلندر  دفع رباعي  اس يو في  رمادي  تحت الضمان ","407,000",ر.ق,,,,,,,0,0," حماية كاملة 
خالي من الحوادث 
وارد الدوحة  ",['+974 70101081'],[],"['https://media-blob.qatarsale.com/604725-productimages/604725_0_20260608185417567947.webp', 'https://media-blob.qatarsale.com/604725-productimages/604725_1_20260608185417568417.webp', 'https://media-blob.qatarsale.com/604725-productimages/604725_2_20260608185417568653.webp', 'https://media-blob.qatarsale.com/604725-productimages/604725_3_20260608185417568905.webp', 'https://media-blob.qatarsale.com/604725-productimages/604725_4_20260608185417569115.webp', 'https://media-blob.qatarsale.com/604725-productimages/604725_5_20260608185417569313.webp', 'https://media-blob.qatarsale.com/604725-productimages/604725_6_20260608185417569551.webp']",7,"{'المصنع': 'لكزس', 'الصنف': 'ال اكس', 'الموديل': '600 اف سبورت', 'قاطع': '23,000', 'اللون': 'رمادي', 'اللون الداخلي': 'أحمر وأسود', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604725_0_20260608185417567947.webp', 'images/604725_1_20260608185417568417.webp', 'images/604725_2_20260608185417568653.webp', 'images/604725_3_20260608185417568905.webp', 'images/604725_4_20260608185417569115.webp', 'images/604725_5_20260608185417569313.webp', 'images/604725_6_20260608185417569551.webp']",لكزس,ال اكس,600 اف سبورت,"23,000",رمادي,أحمر وأسود,اس يو في,اوتوماتيك,دفع رباعي,جلد,2023,6,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,نعم,,,,,,,,,,,,
