product_url,title,price,currency,listing_type,condition,seller_type,showroom_name,showroom_url,posted_time,fans_count,view_count,description,phones,whatsapps,images,images_count,specifications,images_local_paths,المصنع,الصنف,الموديل,قاطع,اللون,اللون الداخلي,النوع,ناقل السرعة,نظام الدفع,فرش المقاعد,السنة,سلندر,تحديد المواقع,سي دي,كاميرا خلفية,الحساسات,فتحة السقف,تحت الضمان,بلوتوث,نوع الوقود,بانوراما,كاميرا امامية,عدد المقاعد,وارد,المالك الأول,الطلاء الأصلي,دخول بدون مفتاح,دي في دي,تدفئة في المقاعد,تبريد في المقاعد,تدليك في المقاعد,قياس الجنط ( الرنج )
https://qatarsale.com/ar/product/hyundai_creta_2023_white_automatic_suv-604487," هيونداي  كريتا  2023  اوتوماتيك  78,426 كم  4 سلندر  سحب امامي  اس يو في  أبيض  تحت الضمان ","50,995",ر.ق,,,,,https://qatarsale.com/ar/showroom/automall_126,,0,0,,"['8008123', '+974 66325910']",[],"['https://media-blob.qatarsale.com/604487-productimages/604487_0_20260608101906351231.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_1_20260608101906351752.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_2_20260608101906352138.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_3_20260608101906352370.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_4_20260608101906352677.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_5_20260608101906352931.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_6_20260608101906353202.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_7_20260608101906353502.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_8_20260608101906353801.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_9_20260608101906354101.webp', 'https://media-blob.qatarsale.com/604487-productimages/604487_10_20260608101906354437.webp']",11,"{'المصنع': 'هيونداي', 'الصنف': 'كريتا', 'الموديل': 'عادي', 'قاطع': '78,426', 'اللون': 'أبيض', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'سحب امامي', 'فرش المقاعد': 'قماش', 'السنة': '2023', 'سلندر': '4', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604487_0_20260608101906351231.webp', 'images/604487_1_20260608101906351752.webp', 'images/604487_2_20260608101906352138.webp', 'images/604487_3_20260608101906352370.webp', 'images/604487_4_20260608101906352677.webp', 'images/604487_5_20260608101906352931.webp', 'images/604487_6_20260608101906353202.webp', 'images/604487_7_20260608101906353502.webp', 'images/604487_8_20260608101906353801.webp', 'images/604487_9_20260608101906354101.webp', 'images/604487_10_20260608101906354437.webp']",هيونداي,كريتا,عادي,"78,426",أبيض,بيج,اس يو في,اوتوماتيك,سحب امامي,قماش,2023,4,,,,نعم,كلا,نعم,,بنزين,,,,,,,,,,,,
https://qatarsale.com/ar/product/toyota_land_cruiser_vxr_2016_white_automatic_suv-542639," تويوتا  لاند كروزر  في اكس ار  2016  اوتوماتيك  352,000 كم  8 سلندر  دفع رباعي  اس يو في  أبيض ","105,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/deals_on_wheels,,0,0,,"['+974 33774443', '+974 39944008', '+974 39944007', '+974 39944005']",[],"['https://media-blob.qatarsale.com/542639-productimages/542639_0_20260504095715875029.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_1_20260504095715875614.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_2_20260504095715876033.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_3_20260504095715876394.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_4_20260504095715876668.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_5_20260504095715876925.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_6_20260504095715877235.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_7_20260504095715877556.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_8_20260504095715877882.webp', 'https://media-blob.qatarsale.com/542639-productimages/542639_9_20260504095715878188.webp']",10,"{'المصنع': 'تويوتا', 'الصنف': 'لاند كروزر', 'الموديل': 'في اكس ار', 'قاطع': '352,000', 'اللون': 'أبيض', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'شامواه', 'السنة': '2016', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'دخول بدون مفتاح': 'نعم', 'قياس الجنط ( الرنج )': '17""', 'نوع الوقود': 'بنزين'}","['images/542639_0_20260504095715875029.webp', 'images/542639_1_20260504095715875614.webp', 'images/542639_2_20260504095715876033.webp', 'images/542639_3_20260504095715876394.webp', 'images/542639_4_20260504095715876668.webp', 'images/542639_5_20260504095715876925.webp', 'images/542639_6_20260504095715877235.webp', 'images/542639_7_20260504095715877556.webp', 'images/542639_8_20260504095715877882.webp', 'images/542639_9_20260504095715878188.webp']",تويوتا,لاند كروزر,في اكس ار,"352,000",أبيض,بيج,اس يو في,اوتوماتيك,دفع رباعي,شامواه,2016,8,نعم,,,نعم,نعم,كلا,نعم,بنزين,,,,الدوحة,,,نعم,,,,,"17"""
https://qatarsale.com/ar/product/nissan_patrol_pickup_2014_beige_automatic_pick_up-604500," نيسان  باترول  بيك اب  2014  اوتوماتيك  380,000 كم  6 سلندر  دفع رباعي  بيكب  بيج ","49,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/wadi_al_sail_mawater_city_103,,0,0,,"['+974 33993310', '+974 33993320']",[],"['https://media-blob.qatarsale.com/604500-productimages/604500_0_20260608103847915404.webp', 'https://media-blob.qatarsale.com/604500-productimages/604500_1_20260608103847915974.webp', 'https://media-blob.qatarsale.com/604500-productimages/604500_2_20260608103847916316.webp', 'https://media-blob.qatarsale.com/604500-productimages/604500_3_20260608103847916591.webp', 'https://media-blob.qatarsale.com/604500-productimages/604500_4_20260608103847916843.webp', 'https://media-blob.qatarsale.com/604500-productimages/604500_5_20260608103847917114.webp']",6,"{'المصنع': 'نيسان', 'الصنف': 'باترول', 'الموديل': 'بيك اب', 'قاطع': '380,000', 'اللون': 'بيج', 'اللون الداخلي': 'بيج', 'النوع': 'بيكب', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'قماش', 'السنة': '2014', 'سلندر': '6', 'سي دي': 'نعم', 'الحساسات': 'كلا', 'فتحة السقف': 'كلا', 'تحت الضمان': 'كلا', 'بلوتوث': 'كلا', 'نوع الوقود': 'بنزين'}","['images/604500_0_20260608103847915404.webp', 'images/604500_1_20260608103847915974.webp', 'images/604500_2_20260608103847916316.webp', 'images/604500_3_20260608103847916591.webp', 'images/604500_4_20260608103847916843.webp', 'images/604500_5_20260608103847917114.webp']",نيسان,باترول,بيك اب,"380,000",بيج,بيج,بيكب,اوتوماتيك,دفع رباعي,قماش,2014,6,,نعم,,كلا,كلا,كلا,كلا,بنزين,,,,,,,,,,,,
https://qatarsale.com/ar/product/gmc_sierra_at4_2025_gray_automatic_pick_up-587768," جي ام سي  سييرا  اي تي 4  2025  اوتوماتيك  1,600 كم  8 سلندر  دفع رباعي  بيكب  رمادي  تحت الضمان ","200,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/deals_on_wheels,,0,0,,"['+974 33774443', '+974 39944008', '+974 39944007', '+974 39944005']",[],"['https://media-blob.qatarsale.com/587768-productimages/587768_0_20260603103314380360.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_1_20260603103314380848.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_2_20260603103314381112.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_3_20260603103314381441.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_4_20260603103314381745.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_5_20260603103314381982.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_6_20260603103314382233.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_7_20260603103314382510.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_8_20260603103314382764.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_9_20260603103314382970.webp', 'https://media-blob.qatarsale.com/587768-productimages/587768_10_20260603103314383291.webp']",11,"{'المصنع': 'جي ام سي', 'الصنف': 'سييرا', 'الموديل': 'اي تي 4', 'قاطع': '1,600', 'اللون': 'رمادي', 'اللون الداخلي': 'رصاصي', 'النوع': 'بيكب', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'عدد المقاعد': '2', 'وارد': 'الدوحة', 'الطلاء الأصلي': 'نعم', 'تدفئة في المقاعد': 'نعم', 'تبريد في المقاعد': 'نعم', 'دخول بدون مفتاح': 'نعم', 'قياس الجنط ( الرنج )': '18""', 'نوع الوقود': 'بنزين'}","['images/587768_0_20260603103314380360.webp', 'images/587768_1_20260603103314380848.webp', 'images/587768_2_20260603103314381112.webp', 'images/587768_3_20260603103314381441.webp', 'images/587768_4_20260603103314381745.webp', 'images/587768_5_20260603103314381982.webp', 'images/587768_6_20260603103314382233.webp', 'images/587768_7_20260603103314382510.webp', 'images/587768_8_20260603103314382764.webp', 'images/587768_9_20260603103314382970.webp', 'images/587768_10_20260603103314383291.webp']",جي ام سي,سييرا,اي تي 4,"1,600",رمادي,رصاصي,بيكب,اوتوماتيك,دفع رباعي,جلد,2025,8,نعم,,نعم,نعم,كلا,نعم,نعم,بنزين,,,2,الدوحة,,نعم,نعم,,نعم,نعم,,"18"""
https://qatarsale.com/ar/product/hyundai_creta_2024_gray_automatic_suv-604482," هيونداي  كريتا  2024  اوتوماتيك  61,687 كم  4 سلندر  سحب امامي  اس يو في  رمادي  تحت الضمان ","50,995",ر.ق,,,,,https://qatarsale.com/ar/showroom/automall_126,,0,0,   ,"['8008123', '+974 66325910']",[],"['https://media-blob.qatarsale.com/604482-productimages/604482_0_20260608101248591225.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_1_20260608101248591696.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_2_20260608101248591997.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_3_20260608101248592374.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_4_20260608101248592661.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_5_20260608101248592990.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_6_20260608101248593234.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_7_20260608101248593513.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_8_20260608101248593771.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_9_20260608101248593990.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_10_20260608101248594252.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_11_20260608101248594479.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_12_20260608101248594681.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_13_20260608101248594927.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_14_20260608101248595203.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_15_20260608101248595482.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_16_20260608101248595756.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_17_20260608101248596002.webp', 'https://media-blob.qatarsale.com/604482-productimages/604482_18_20260608101248596408.webp']",19,"{'المصنع': 'هيونداي', 'الصنف': 'كريتا', 'الموديل': 'عادي', 'قاطع': '61,687', 'اللون': 'رمادي', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'سحب امامي', 'فرش المقاعد': 'قماش', 'السنة': '2024', 'سلندر': '4', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604482_0_20260608101248591225.webp', 'images/604482_1_20260608101248591696.webp', 'images/604482_2_20260608101248591997.webp', 'images/604482_3_20260608101248592374.webp', 'images/604482_4_20260608101248592661.webp', 'images/604482_5_20260608101248592990.webp', 'images/604482_6_20260608101248593234.webp', 'images/604482_7_20260608101248593513.webp', 'images/604482_8_20260608101248593771.webp', 'images/604482_9_20260608101248593990.webp', 'images/604482_10_20260608101248594252.webp', 'images/604482_11_20260608101248594479.webp', 'images/604482_12_20260608101248594681.webp', 'images/604482_13_20260608101248594927.webp', 'images/604482_14_20260608101248595203.webp', 'images/604482_15_20260608101248595482.webp', 'images/604482_16_20260608101248595756.webp', 'images/604482_17_20260608101248596002.webp', 'images/604482_18_20260608101248596408.webp']",هيونداي,كريتا,عادي,"61,687",رمادي,بيج,اس يو في,اوتوماتيك,سحب امامي,قماش,2024,4,,,,نعم,كلا,نعم,نعم,بنزين,,,,,,,,,,,,
https://qatarsale.com/ar/product/jetour_t2_luxury_2025_silver_automatic_suv-604501," جيتور  تي 2  لكجري  2025  اوتوماتيك  50,000 كم  4 سلندر  دفع رباعي  اس يو في  فضي  تحت الضمان ","85,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/5x_car_mawater_city,,0,0,,"['+974 70500999', '+974 71335144']",[],"['https://media-blob.qatarsale.com/604501-productimages/604501_0_20260608104004573919.webp', 'https://media-blob.qatarsale.com/604501-productimages/604501_1_20260608104004574434.webp', 'https://media-blob.qatarsale.com/604501-productimages/604501_2_20260608104004574757.webp', 'https://media-blob.qatarsale.com/604501-productimages/604501_3_20260608104004575048.webp', 'https://media-blob.qatarsale.com/604501-productimages/604501_4_20260608104004575334.webp', 'https://media-blob.qatarsale.com/604501-productimages/604501_5_20260608104004575615.webp']",6,"{'المصنع': 'جيتور', 'الصنف': 'تي 2', 'الموديل': 'لكجري', 'قاطع': '50,000', 'اللون': 'فضي', 'اللون الداخلي': 'أخضر', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604501_0_20260608104004573919.webp', 'images/604501_1_20260608104004574434.webp', 'images/604501_2_20260608104004574757.webp', 'images/604501_3_20260608104004575048.webp', 'images/604501_4_20260608104004575334.webp', 'images/604501_5_20260608104004575615.webp']",جيتور,تي 2,لكجري,"50,000",فضي,أخضر,اس يو في,اوتوماتيك,دفع رباعي,جلد,2025,4,نعم,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,,,,,,,,,,,,
https://qatarsale.com/ar/product/byd_leopard_5_ultra_plus_2025_white_automatic_suv-520606, بي واي دي  ليوبيرد 5  الترا بلس  2025  اوتوماتيك  0 كم  4 سلندر  دفع رباعي  اس يو في  أبيض ,"215,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/deals_on_wheels,,0,0," - مقاعد خلفية قابلة للتعديل
- تشغيل عن بُعد
- شاحن لاسلكي للهاتف
- مساحة تخزين واسعة ","['+974 33774443', '+974 39944008', '+974 39944007', '+974 39944005']",[],"['https://media-blob.qatarsale.com/520606-productimages/520606_0_20260310063258269667.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_1_20260310063258270534.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_2_20260310063258270918.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_3_20260310063258271246.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_4_20260310063258271563.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_5_20260310063258271930.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_6_20260310063258272228.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_7_20260310063258272591.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_8_20260310063258272907.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_9_20260310063258273171.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_10_20260310063258273428.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_11_20260310063258273696.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_12_20260310063258273970.webp', 'https://media-blob.qatarsale.com/520606-productimages/520606_13_20260310063258274224.webp']",14,"{'المصنع': 'بي واي دي', 'الصنف': 'ليوبيرد 5', 'الموديل': 'الترا بلس', 'قاطع': '0', 'اللون': 'أبيض', 'اللون الداخلي': 'نيلي', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'كاميرا امامية': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الصين', 'الطلاء الأصلي': 'نعم', 'تدفئة في المقاعد': 'نعم', 'تبريد في المقاعد': 'نعم', 'دخول بدون مفتاح': 'نعم', 'تدليك في المقاعد': 'نعم', 'قياس الجنط ( الرنج )': '18""', 'نوع الوقود': 'هايبرد'}","['images/520606_0_20260310063258269667.webp', 'images/520606_1_20260310063258270534.webp', 'images/520606_2_20260310063258270918.webp', 'images/520606_3_20260310063258271246.webp', 'images/520606_4_20260310063258271563.webp', 'images/520606_5_20260310063258271930.webp', 'images/520606_6_20260310063258272228.webp', 'images/520606_7_20260310063258272591.webp', 'images/520606_8_20260310063258272907.webp', 'images/520606_9_20260310063258273171.webp', 'images/520606_10_20260310063258273428.webp', 'images/520606_11_20260310063258273696.webp', 'images/520606_12_20260310063258273970.webp', 'images/520606_13_20260310063258274224.webp']",بي واي دي,ليوبيرد 5,الترا بلس,0,أبيض,نيلي,اس يو في,اوتوماتيك,دفع رباعي,جلد,2025,4,نعم,,نعم,نعم,نعم,كلا,نعم,هايبرد,نعم,نعم,5,الصين,,نعم,نعم,,نعم,نعم,نعم,"18"""
https://qatarsale.com/ar/product/byd_leopard_5_ultra_5_2025_black_automatic_suv-537216, بي واي دي  ليوبيرد 5  الترا 5  2025  اوتوماتيك  0 كم  4 سلندر  دفع رباعي  اس يو في  أسود ,"190,000",ج. م,,,,,https://qatarsale.com/ar/showroom/deals_on_wheels,,0,0,,"['+974 33774443', '+974 39944008', '+974 39944007', '+974 39944005']",[],"['https://media-blob.qatarsale.com/537216-productimages/537216_0_20260422102524371773.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_1_20260422102524372290.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_2_20260422102524372661.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_3_20260422102524373026.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_4_20260422102524373275.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_5_20260422102524373480.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_6_20260422102524373682.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_7_20260422102524373957.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_8_20260422102524374192.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_9_20260422102524374438.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_10_20260422102524374711.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_11_20260422102524374934.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_12_20260422102524375177.webp', 'https://media-blob.qatarsale.com/537216-productimages/537216_13_20260422102524375409.webp']",14,"{'المصنع': 'بي واي دي', 'الصنف': 'ليوبيرد 5', 'الموديل': 'الترا 5', 'قاطع': '0', 'اللون': 'أسود', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'كاميرا امامية': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الصين', 'الطلاء الأصلي': 'نعم', 'تدفئة في المقاعد': 'نعم', 'تبريد في المقاعد': 'نعم', 'دخول بدون مفتاح': 'نعم', 'تدليك في المقاعد': 'نعم', 'قياس الجنط ( الرنج )': '18""', 'نوع الوقود': 'هايبرد'}","['images/537216_0_20260422102524371773.webp', 'images/537216_1_20260422102524372290.webp', 'images/537216_2_20260422102524372661.webp', 'images/537216_3_20260422102524373026.webp', 'images/537216_4_20260422102524373275.webp', 'images/537216_5_20260422102524373480.webp', 'images/537216_6_20260422102524373682.webp', 'images/537216_7_20260422102524373957.webp', 'images/537216_8_20260422102524374192.webp', 'images/537216_9_20260422102524374438.webp', 'images/537216_10_20260422102524374711.webp', 'images/537216_11_20260422102524374934.webp', 'images/537216_12_20260422102524375177.webp', 'images/537216_13_20260422102524375409.webp']",بي واي دي,ليوبيرد 5,الترا 5,0,أسود,بيج,اس يو في,اوتوماتيك,دفع رباعي,جلد,2025,4,نعم,,نعم,نعم,نعم,كلا,نعم,هايبرد,نعم,نعم,5,الصين,,نعم,نعم,,نعم,نعم,نعم,"18"""
https://qatarsale.com/ar/product/toyota_land_cruiser_vxr_2006_black_manual_suv-604498," تويوتا  لاند كروزر  في اكس ار  2006  عادي  423,000 كم  8 سلندر  دفع رباعي  اس يو في  أسود ","44,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/wadi_al_sail_mawater_city_103,,0,0,,"['+974 33993310', '+974 33993320']",[],"['https://media-blob.qatarsale.com/604498-productimages/604498_0_20260608103535505863.webp', 'https://media-blob.qatarsale.com/604498-productimages/604498_1_20260608103535507610.webp', 'https://media-blob.qatarsale.com/604498-productimages/604498_2_20260608103535508012.webp', 'https://media-blob.qatarsale.com/604498-productimages/604498_3_20260608103535508392.webp', 'https://media-blob.qatarsale.com/604498-productimages/604498_4_20260608103535508720.webp', 'https://media-blob.qatarsale.com/604498-productimages/604498_5_20260608103535509020.webp']",6,"{'المصنع': 'تويوتا', 'الصنف': 'لاند كروزر', 'الموديل': 'في اكس ار', 'قاطع': '423,000', 'اللون': 'أسود', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'عادي', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'قماش', 'السنة': '2006', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604498_0_20260608103535505863.webp', 'images/604498_1_20260608103535507610.webp', 'images/604498_2_20260608103535508012.webp', 'images/604498_3_20260608103535508392.webp', 'images/604498_4_20260608103535508720.webp', 'images/604498_5_20260608103535509020.webp']",تويوتا,لاند كروزر,في اكس ار,"423,000",أسود,بيج,اس يو في,عادي,دفع رباعي,قماش,2006,8,نعم,نعم,نعم,نعم,نعم,كلا,نعم,بنزين,,,,,,,,,,,,
https://qatarsale.com/ar/product/land_rover_range_rover_vogue_2025_blue_automatic_suv-604506, لاند روفر  رنج روفر  فوج  2025  اوتوماتيك  253 كم  6 سلندر  دفع رباعي  اس يو في  ازرق  تحت الضمان ,"710,000",$,,,,,https://qatarsale.com/ar/showroom/al_imtiaz_mawater_city,,0,0,,"['+974 60003591', '+974 60003592']",[],"['https://media-blob.qatarsale.com/604506-productimages/604506_0_20260608104214361888.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_1_20260608104214362997.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_2_20260608104214363432.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_3_20260608104214364082.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_4_20260608104214364348.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_5_20260608104214364628.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_6_20260608104214364950.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_7_20260608104214365296.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_8_20260608104214365581.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_9_20260608104214365855.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_10_20260608104214366105.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_11_20260608104214366360.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_12_20260608104214366653.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_13_20260608104214366929.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_14_20260608104214367212.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_15_20260608104214367508.webp', 'https://media-blob.qatarsale.com/604506-productimages/604506_16_20260608104214367816.webp']",17,"{'المصنع': 'لاند روفر', 'الصنف': 'رنج روفر', 'الموديل': 'فوج', 'قاطع': '253', 'اللون': 'ازرق', 'اللون الداخلي': 'سكري', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604506_0_20260608104214361888.webp', 'images/604506_1_20260608104214362997.webp', 'images/604506_2_20260608104214363432.webp', 'images/604506_3_20260608104214364082.webp', 'images/604506_4_20260608104214364348.webp', 'images/604506_5_20260608104214364628.webp', 'images/604506_6_20260608104214364950.webp', 'images/604506_7_20260608104214365296.webp', 'images/604506_8_20260608104214365581.webp', 'images/604506_9_20260608104214365855.webp', 'images/604506_10_20260608104214366105.webp', 'images/604506_11_20260608104214366360.webp', 'images/604506_12_20260608104214366653.webp', 'images/604506_13_20260608104214366929.webp', 'images/604506_14_20260608104214367212.webp', 'images/604506_15_20260608104214367508.webp', 'images/604506_16_20260608104214367816.webp']",لاند روفر,رنج روفر,فوج,253,ازرق,سكري,اس يو في,اوتوماتيك,دفع رباعي,جلد,2025,6,نعم,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,,,,,,,,,,,,
