product_url,title,price,currency,listing_type,condition,seller_type,showroom_name,showroom_url,posted_time,fans_count,view_count,description,phones,whatsapps,images,images_count,specifications,images_local_paths,المصنع,الصنف,الموديل,قاطع,اللون,اللون الداخلي,النوع,ناقل السرعة,نظام الدفع,فرش المقاعد,السنة,سلندر,تحديد المواقع,كاميرا خلفية,الحساسات,فتحة السقف,تحت الضمان,بلوتوث,نوع الوقود,سي دي,دي في دي,بانوراما,كاميرا امامية,وارد,المالك الأول,الطلاء الأصلي,تدفئة في المقاعد,تبريد في المقاعد,دخول بدون مفتاح,تدليك في المقاعد,عدد المقاعد,قياس الجنط ( الرنج )
https://qatarsale.com/ar/product/geely_tugella_2023_black_automatic_suv-539249," جيلي  توجيلا  2023  اوتوماتيك  88,000 كم  4 سلندر  دفع رباعي  اس يو في  أسود  تحت الضمان ","59,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/my_car_145,,0,0,,"['+974 70006090', '+974 66626066']",[],"['https://media-blob.qatarsale.com/539249-productimages/539249_0_20260427092151212923.webp', 'https://media-blob.qatarsale.com/539249-productimages/539249_1_20260427092151213253.webp', 'https://media-blob.qatarsale.com/539249-productimages/539249_2_20260427092151213527.webp', 'https://media-blob.qatarsale.com/539249-productimages/539249_3_20260427092151213822.webp', 'https://media-blob.qatarsale.com/539249-productimages/539249_4_20260427092151214098.webp', 'https://media-blob.qatarsale.com/539249-productimages/539249_5_20260427092151214307.webp', 'https://media-blob.qatarsale.com/539249-productimages/539249_6_20260427092151214591.webp']",7,"{'المصنع': 'جيلي', 'الصنف': 'توجيلا', 'الموديل': 'عادي', 'قاطع': '88,000', 'اللون': 'أسود', 'اللون الداخلي': 'أسود', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/539249_0_20260427092151212923.webp', 'images/539249_1_20260427092151213253.webp', 'images/539249_2_20260427092151213527.webp', 'images/539249_3_20260427092151213822.webp', 'images/539249_4_20260427092151214098.webp', 'images/539249_5_20260427092151214307.webp', 'images/539249_6_20260427092151214591.webp']",جيلي,توجيلا,عادي,"88,000",أسود,أسود,اس يو في,اوتوماتيك,دفع رباعي,جلد,2023,4,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,,,,,,,,,,,,,
https://qatarsale.com/ar/product/mercedes_benz_s_class_400_amg_2015_white_automatic_sedan-546254," مرسيدس - بنز  اس - كلاس  400 AMG  2015  اوتوماتيك  79,000 كم  6 سلندر  دفع خلفي  سيدان  أبيض ","99,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/my_car_145,,0,0, وارد الدوحه + بدون صبغ او حوادث ,"['+974 70006090', '+974 66626066']",[],"['https://media-blob.qatarsale.com/546254-productimages/546254_0_20260511092941993229.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_1_20260511092941993610.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_2_20260511092941993971.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_3_20260511092941994316.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_4_20260511092941994686.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_5_20260511092941995112.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_6_20260511092941995555.webp', 'https://media-blob.qatarsale.com/546254-productimages/546254_7_20260511092941995937.webp']",8,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'اس - كلاس', 'الموديل': '400 AMG', 'قاطع': '79,000', 'اللون': 'أبيض', 'اللون الداخلي': 'سكري', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2015', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'دي في دي': 'كلا', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'بانوراما': 'كلا', 'كاميرا امامية': 'نعم', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'تدفئة في المقاعد': 'نعم', 'تبريد في المقاعد': 'كلا', 'دخول بدون مفتاح': 'نعم', 'تدليك في المقاعد': 'كلا', 'نوع الوقود': 'بنزين'}","['images/546254_0_20260511092941993229.webp', 'images/546254_1_20260511092941993610.webp', 'images/546254_2_20260511092941993971.webp', 'images/546254_3_20260511092941994316.webp', 'images/546254_4_20260511092941994686.webp', 'images/546254_5_20260511092941995112.webp', 'images/546254_6_20260511092941995555.webp', 'images/546254_7_20260511092941995937.webp']",مرسيدس - بنز,اس - كلاس,400 AMG,"79,000",أبيض,سكري,سيدان,اوتوماتيك,دفع خلفي,جلد,2015,6,نعم,نعم,نعم,كلا,كلا,نعم,بنزين,نعم,كلا,كلا,نعم,الدوحة,نعم,نعم,نعم,كلا,نعم,كلا,,
https://qatarsale.com/ar/product/mercedes_benz_a_class_250_amg_2018_white_automatic_hatchback-579159," مرسيدس - بنز  ايه - كلاس  250 AMG  2018  اوتوماتيك  68,000 كم  4 سلندر  دفع خلفي  هاتشباك  أبيض ","69,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/my_car_145,,0,0,,"['+974 70006090', '+974 66626066']",[],"['https://media-blob.qatarsale.com/579159-productimages/579159_0_20260601090050952899.webp', 'https://media-blob.qatarsale.com/579159-productimages/579159_1_20260601090050953415.webp', 'https://media-blob.qatarsale.com/579159-productimages/579159_2_20260601090050953704.webp', 'https://media-blob.qatarsale.com/579159-productimages/579159_3_20260601090050954014.webp', 'https://media-blob.qatarsale.com/579159-productimages/579159_4_20260601090050954256.webp', 'https://media-blob.qatarsale.com/579159-productimages/579159_5_20260601090050954466.webp', 'https://media-blob.qatarsale.com/579159-productimages/579159_6_20260601090050954672.webp']",7,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'ايه - كلاس', 'الموديل': '250 AMG', 'قاطع': '68,000', 'اللون': 'أبيض', 'اللون الداخلي': 'أسود', 'النوع': 'هاتشباك', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2018', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/579159_0_20260601090050952899.webp', 'images/579159_1_20260601090050953415.webp', 'images/579159_2_20260601090050953704.webp', 'images/579159_3_20260601090050954014.webp', 'images/579159_4_20260601090050954256.webp', 'images/579159_5_20260601090050954466.webp', 'images/579159_6_20260601090050954672.webp']",مرسيدس - بنز,ايه - كلاس,250 AMG,"68,000",أبيض,أسود,هاتشباك,اوتوماتيك,دفع خلفي,جلد,2018,4,نعم,نعم,نعم,نعم,كلا,نعم,بنزين,نعم,,,,,,,,,,,,
https://qatarsale.com/ar/product/audi_a6_40_tfsi_2024_black_automatic_sedan-531733," اودي  أي 6  40 تي اف اس اي  2024  اوتوماتيك  50,733 كم  4 سلندر  دفع خلفي  سيدان  أسود  تحت الضمان ","119,000",د.ب,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0, السيارة مشمولة بالضمان حتى ديسمبر 2026، وحزمة الصيانة حتى عام 2028. ,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/531733-productimages/531733_0_20260411075739674362.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_1_20260411075739675889.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_2_20260411075739676241.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_3_20260411075739676654.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_4_20260411075739677041.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_5_20260411075739677374.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_6_20260411075739677670.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_7_20260411075739677953.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_8_20260411075739678292.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_9_20260411075739678635.webp', 'https://media-blob.qatarsale.com/531733-productimages/531733_10_20260411075739678980.webp']",11,"{'المصنع': 'اودي', 'الصنف': 'أي 6', 'الموديل': '40 تي اف اس اي', 'قاطع': '50,733', 'اللون': 'أسود', 'اللون الداخلي': 'بني', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2024', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/531733_0_20260411075739674362.webp', 'images/531733_1_20260411075739675889.webp', 'images/531733_2_20260411075739676241.webp', 'images/531733_3_20260411075739676654.webp', 'images/531733_4_20260411075739677041.webp', 'images/531733_5_20260411075739677374.webp', 'images/531733_6_20260411075739677670.webp', 'images/531733_7_20260411075739677953.webp', 'images/531733_8_20260411075739678292.webp', 'images/531733_9_20260411075739678635.webp', 'images/531733_10_20260411075739678980.webp']",اودي,أي 6,40 تي اف اس اي,"50,733",أسود,بني,سيدان,اوتوماتيك,دفع خلفي,جلد,2024,4,نعم,نعم,نعم,كلا,نعم,نعم,بنزين,نعم,,,,الدوحة,نعم,نعم,,,نعم,,5,
https://qatarsale.com/ar/product/land_rover_defender_130_2023_black_automatic_suv-602881," لاند روفر  ديفيندر  130  2023  اوتوماتيك  25,200 كم  6 سلندر  دفع كلي مستمر  اس يو في  أسود  تحت الضمان ","265,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0,,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/602881-productimages/602881_0_20260606102022972570.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_1_20260606102022973000.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_2_20260606102022973307.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_3_20260606102022973633.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_4_20260606102022973947.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_5_20260606102022974249.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_6_20260606102022974543.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_7_20260606102022974798.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_8_20260606102022975096.webp', 'https://media-blob.qatarsale.com/602881-productimages/602881_9_20260606102022975527.webp']",10,"{'المصنع': 'لاند روفر', 'الصنف': 'ديفيندر', 'الموديل': '130', 'قاطع': '25,200', 'اللون': 'أسود', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'كاميرا امامية': 'نعم', 'عدد المقاعد': '7', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/602881_0_20260606102022972570.webp', 'images/602881_1_20260606102022973000.webp', 'images/602881_2_20260606102022973307.webp', 'images/602881_3_20260606102022973633.webp', 'images/602881_4_20260606102022973947.webp', 'images/602881_5_20260606102022974249.webp', 'images/602881_6_20260606102022974543.webp', 'images/602881_7_20260606102022974798.webp', 'images/602881_8_20260606102022975096.webp', 'images/602881_9_20260606102022975527.webp']",لاند روفر,ديفيندر,130,"25,200",أسود,بيج,اس يو في,اوتوماتيك,دفع كلي مستمر,جلد,2023,6,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,,نعم,نعم,الدوحة,نعم,نعم,,,نعم,,7,
https://qatarsale.com/ar/product/bmw_5_series_520i_2020_blue_automatic_sedan-577266," بي ام دبليو  الفئة - الخامسة  520i  2020  اوتوماتيك  46,400 كم  4 سلندر  دفع خلفي  سيدان  ازرق ","79,000",د.ب,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0,,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/577266-productimages/577266_0_20260530080726172942.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_1_20260530080726173440.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_2_20260530080726173741.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_3_20260530080726174027.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_4_20260530080726174311.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_5_20260530080726174551.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_6_20260530080726174859.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_7_20260530080726175193.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_8_20260530080726175521.webp', 'https://media-blob.qatarsale.com/577266-productimages/577266_9_20260530080726175805.webp']",10,"{'المصنع': 'بي ام دبليو', 'الصنف': 'الفئة - الخامسة', 'الموديل': '520i', 'قاطع': '46,400', 'اللون': 'ازرق', 'اللون الداخلي': 'بيج', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2020', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/577266_0_20260530080726172942.webp', 'images/577266_1_20260530080726173440.webp', 'images/577266_2_20260530080726173741.webp', 'images/577266_3_20260530080726174027.webp', 'images/577266_4_20260530080726174311.webp', 'images/577266_5_20260530080726174551.webp', 'images/577266_6_20260530080726174859.webp', 'images/577266_7_20260530080726175193.webp', 'images/577266_8_20260530080726175521.webp', 'images/577266_9_20260530080726175805.webp']",بي ام دبليو,الفئة - الخامسة,520i,"46,400",ازرق,بيج,سيدان,اوتوماتيك,دفع خلفي,جلد,2020,4,نعم,نعم,نعم,نعم,كلا,نعم,بنزين,,,,,الدوحة,نعم,نعم,,,نعم,,5,
https://qatarsale.com/ar/product/audi_s_3_2023_gray_matte_automatic_sedan-574011," اودي  أس  3  2023  اوتوماتيك  37,650 كم  4 سلندر  دفع كلي مستمر  سيدان  رمادي مطفي  تحت الضمان ","159,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0, السيارة بحالة ممتازة مع ضمان ساري المفعول حتى نوفمبر 2026، وحزمة صيانة حتى نوفمبر 2028 أو 75 ألف كيلومتر. خالية تماماً من الحوادث، وبها طلاء المصنع الأصلي. ,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/574011-productimages/574011_0_20260525084655929474.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_1_20260525084655930084.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_2_20260525084655930392.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_3_20260525084655930793.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_4_20260525084655931071.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_5_20260525084655931322.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_6_20260525084655931683.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_7_20260525084655931921.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_8_20260525084655932149.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_9_20260525084655932383.webp', 'https://media-blob.qatarsale.com/574011-productimages/574011_10_20260525084655932679.webp']",11,"{'المصنع': 'اودي', 'الصنف': 'أس', 'الموديل': '3', 'قاطع': '37,650', 'اللون': 'رمادي مطفي', 'اللون الداخلي': 'أسود', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'كاميرا امامية': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/574011_0_20260525084655929474.webp', 'images/574011_1_20260525084655930084.webp', 'images/574011_2_20260525084655930392.webp', 'images/574011_3_20260525084655930793.webp', 'images/574011_4_20260525084655931071.webp', 'images/574011_5_20260525084655931322.webp', 'images/574011_6_20260525084655931683.webp', 'images/574011_7_20260525084655931921.webp', 'images/574011_8_20260525084655932149.webp', 'images/574011_9_20260525084655932383.webp', 'images/574011_10_20260525084655932679.webp']",اودي,أس,3,"37,650",رمادي مطفي,أسود,سيدان,اوتوماتيك,دفع كلي مستمر,جلد,2023,4,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,,,نعم,نعم,الدوحة,نعم,نعم,,,نعم,,5,
https://qatarsale.com/ar/product/audi_a6_40_tfsi_2025_gray_nardo_automatic_sedan-579845," اودي  أي 6  40 تي اف اس اي  2025  اوتوماتيك  8,350 كم  4 سلندر  دفع خلفي  سيدان  رمادي ناردو  تحت الضمان ","165,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0, السيارة مشمولة بالضمان حتى نوفمبر 2028، وحزمة الصيانة حتى نوفمبر 2030 أو 75 ألف كيلومتر. ,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/579845-productimages/579845_0_20260601100800106186.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_1_20260601100800106725.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_2_20260601100800107026.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_3_20260601100800107281.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_4_20260601100800107559.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_5_20260601100800107836.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_6_20260601100800108135.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_7_20260601100800108412.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_8_20260601100800108695.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_9_20260601100800108948.webp', 'https://media-blob.qatarsale.com/579845-productimages/579845_10_20260601100800109160.webp']",11,"{'المصنع': 'اودي', 'الصنف': 'أي 6', 'الموديل': '40 تي اف اس اي', 'قاطع': '8,350', 'اللون': 'رمادي ناردو', 'اللون الداخلي': 'بني', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/579845_0_20260601100800106186.webp', 'images/579845_1_20260601100800106725.webp', 'images/579845_2_20260601100800107026.webp', 'images/579845_3_20260601100800107281.webp', 'images/579845_4_20260601100800107559.webp', 'images/579845_5_20260601100800107836.webp', 'images/579845_6_20260601100800108135.webp', 'images/579845_7_20260601100800108412.webp', 'images/579845_8_20260601100800108695.webp', 'images/579845_9_20260601100800108948.webp', 'images/579845_10_20260601100800109160.webp']",اودي,أي 6,40 تي اف اس اي,"8,350",رمادي ناردو,بني,سيدان,اوتوماتيك,دفع خلفي,جلد,2025,4,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,,نعم,,الدوحة,نعم,,,,نعم,,5,
https://qatarsale.com/ar/product/bmw_x_series_x5_40i_2024_black_automatic_suv-545767," بي ام دبليو  الفئة - اكس  اكس 5 40 اي  2024  اوتوماتيك  18,985 كم  6 سلندر  دفع كلي مستمر  اس يو في  أسود  تحت الضمان ","279,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0, السيارة بحالة ممتازة كالجديدة تماماً، مع ضمان ساري المفعول وحزمة صيانة لمدة 5 سنوات. خالية تماماً من الحوادث، وبها طلاء الشركة الأصلي. ,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/545767-productimages/545767_0_20260510104001289960.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_1_20260510104001290477.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_2_20260510104001290789.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_3_20260510104001291093.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_4_20260510104001291421.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_5_20260510104001291660.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_6_20260510104001291895.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_7_20260510104001292205.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_8_20260510104001292581.webp', 'https://media-blob.qatarsale.com/545767-productimages/545767_9_20260510104001292934.webp']",10,"{'المصنع': 'بي ام دبليو', 'الصنف': 'الفئة - اكس', 'الموديل': 'اكس 5 40 اي', 'قاطع': '18,985', 'اللون': 'أسود', 'اللون الداخلي': 'بني', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2024', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'كاميرا امامية': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/545767_0_20260510104001289960.webp', 'images/545767_1_20260510104001290477.webp', 'images/545767_2_20260510104001290789.webp', 'images/545767_3_20260510104001291093.webp', 'images/545767_4_20260510104001291421.webp', 'images/545767_5_20260510104001291660.webp', 'images/545767_6_20260510104001291895.webp', 'images/545767_7_20260510104001292205.webp', 'images/545767_8_20260510104001292581.webp', 'images/545767_9_20260510104001292934.webp']",بي ام دبليو,الفئة - اكس,اكس 5 40 اي,"18,985",أسود,بني,اس يو في,اوتوماتيك,دفع كلي مستمر,جلد,2024,6,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,,,نعم,نعم,الدوحة,نعم,نعم,,,نعم,,5,
https://qatarsale.com/ar/product/mini_cooper_jcw_2022_gray_nardo_automatic_hatchback-540798," ميني  كوبر  جي سي دبليو  2022  اوتوماتيك  61,480 كم  4 سلندر  سحب امامي  هاتشباك  رمادي ناردو  تحت الضمان ","79,000",ر.ق,,,,,https://qatarsale.com/ar/showroom/beverly_hills_motors,,0,0, السيارة تحت الضمان حتى يونيو 2026. خالية من الحوادث، والطلاء أصلي من الشركة. ,"['+974 31188662', '+974 31188661']",[],"['https://media-blob.qatarsale.com/540798-productimages/540798_0_20260430100555383952.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_1_20260430100555384432.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_2_20260430100555384836.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_3_20260430100555385176.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_4_20260430100555385445.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_5_20260430100555385734.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_6_20260430100555386024.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_7_20260430100555386304.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_8_20260430100555386624.webp', 'https://media-blob.qatarsale.com/540798-productimages/540798_9_20260430100555386904.webp']",10,"{'المصنع': 'ميني', 'الصنف': 'كوبر', 'الموديل': 'جي سي دبليو', 'قاطع': '61,480', 'اللون': 'رمادي ناردو', 'اللون الداخلي': 'أسود', 'النوع': 'هاتشباك', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'سحب امامي', 'فرش المقاعد': 'قماش', 'السنة': '2022', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'عدد المقاعد': '5', 'وارد': 'الدوحة', 'المالك الأول': 'نعم', 'الطلاء الأصلي': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/540798_0_20260430100555383952.webp', 'images/540798_1_20260430100555384432.webp', 'images/540798_2_20260430100555384836.webp', 'images/540798_3_20260430100555385176.webp', 'images/540798_4_20260430100555385445.webp', 'images/540798_5_20260430100555385734.webp', 'images/540798_6_20260430100555386024.webp', 'images/540798_7_20260430100555386304.webp', 'images/540798_8_20260430100555386624.webp', 'images/540798_9_20260430100555386904.webp']",ميني,كوبر,جي سي دبليو,"61,480",رمادي ناردو,أسود,هاتشباك,اوتوماتيك,سحب امامي,قماش,2022,4,نعم,نعم,نعم,نعم,نعم,نعم,بنزين,نعم,,نعم,,الدوحة,نعم,نعم,,,نعم,,5,
